Dish Name,Ingredients,Price,Calories,Category
Mango Chicken Korma,"saffron, cashew, nuts, soy sauce",672.16,22,Non-Veg
Veg Kadai Paneer,"flour, mango, capsicum, rice, egg, potato",507.74,35,Combo
Malai Jeera Rice,"saffron, garlic, egg",644.96,35,Bread
Butter Badam Milk,"chicken, rice, mango, lemon, spices",630.31,33,Veg
Creamy Gulab Jamun,"capsicum, cashew, garlic",348.37,20,Bread
Veg Egg Curry,"paneer, saffron, mango",608.16,15,Non-Veg
Garlic Mutton Rogan Josh,"lentils, cream, capsicum, milk, flour",586.6,10,Bread
Prawn Fresh Lime Water,"soy sauce, saffron, cream, mushroom, sugar, prawn",91.02,30,Combo
Classic Masala Chai,"mutton, cauliflower, rose water",669.22,28,Veg
Lemon Veg Pulao,"mango, sugar, soy sauce, spices, garlic",550.78,19,Veg
Chicken Malai Kofta,"sugar, garlic, butter, saffron, lemon",167.08,50,Combo
Tandoori Gulab Jamun,"spices, flour, cauliflower, rose water",591.22,17,Beverage
Tandoori Papdi Chaat,"soy sauce, rose water, rice",677.59,5,Veg
Gobi Cheese Corn Balls,"spinach, nuts, fish, onion, sugar, egg",159.6,29,Beverage
Aloo Egg Curry,"lentils, flour, cashew, fish",360.76,13,Starter
Fish Kheer,"prawn, cauliflower, potato, fish, nuts",651.14,13,Starter
Aloo Cold Coffee,"spices, nuts, mango, egg, fish",624.04,32,Veg
Aloo Chicken Tikka Masala,"cream, potato, lentils, saffron",689.79,48,Dessert
Special Veg Samosa,"cauliflower, butter, nuts, soy sauce, garlic",461.99,48,Main Course
Chilli Masala Chai,"cream, milk, egg, prawn, paneer",541.08,17,Bread
Lemon Veg Pulao,"potato, fish, soy sauce, spinach, tomato",195.93,16,Non-Veg
Mutton Chicken Korma,"rice, saffron, okra, paneer, cashew",369.13,14,Veg
Special Tandoori Chicken,"lemon, nuts, tomato, prawn, capsicum",673.33,38,Non-Veg
Jeera Veg Thali,"onion, spinach, spices, soy sauce, garlic, cashew",285.77,28,Dessert
Masala Badam Milk,"spices, nuts, soy sauce",229.02,46,Main Course
Classic Tandoori Chicken,"milk, okra, fish",95.32,38,Beverage
Aloo Veg Thali,"fish, potato, prawn",398.61,11,Starter
Garlic Cold Coffee,"cauliflower, noodles, garlic",207.46,49,Combo
Malai Dal Makhani,"chicken, rose water, cashew, butter",134.26,8,Starter
Jeera Gulab Jamun,"okra, egg, milk, soy sauce",470.73,32,Beverage
Spicy Egg Curry,"tomato, butter, nuts",655.39,11,Dessert
Jeera Butter Naan,"soy sauce, milk, flour, chicken, mango",176.92,19,Starter
Chilli Onion Bhaji,"yogurt, mutton, sugar, paneer, spices",105.9,41,Combo
Gobi Masala Chai,"cauliflower, nuts, egg, yogurt, saffron",194.08,44,Dessert
Masala Paneer Butter Masala,"rose water, tomato, fish",496.44,21,Non-Veg
Masala Jalebi,"nuts, rice, mushroom, garlic, fish",464.1,17,Beverage
Dal Methi Malai Paneer,"yogurt, sugar, prawn, noodles, saffron",83.0,20,Main Course
Methi Cheese Corn Balls,"rice, cashew, mango, rose water, soy sauce",302.42,24,Bread
Gobi Chicken Tikka Masala,"lentils, rice, potato",243.21,45,Non-Veg
Chilli Dal Makhani,"flour, cauliflower, butter",421.99,39,Bread
Malai Aloo Gobi,"fish, rice, rose water, onion",326.01,37,Veg
Shahi Gajar Halwa,"rice, soy sauce, saffron, spinach",431.14,41,Starter
Chilli Prawn Masala,"capsicum, lemon, tomato",243.9,19,Veg
Shahi Chicken Biryani,"milk, mango, rose water, butter, prawn",144.0,38,Dessert
Lemon Gulab Jamun,"milk, sugar, tomato, okra",313.32,19,Combo
Veg Malai Kofta,"paneer, okra, soy sauce, tomato, capsicum, onion",222.59,37,Dessert
Masala Aloo Gobi,"spices, capsicum, egg, cashew, mango",498.64,35,Main Course
Hara Bhara Jeera Rice,"chicken, spices, lemon, tomato, fish, noodles",179.9,45,Veg
Gulab Fresh Lime Water,"okra, spinach, flour, chicken",624.68,47,Dessert
Creamy Chicken Biryani,"mango, onion, spices, egg, cauliflower, mutton",168.48,42,Starter
Cheese Corn Veg Thali,"rose water, tomato, capsicum, milk, rice",147.31,17,Combo
Lemon Aloo Gobi,"mango, butter, spices, onion",378.99,13,Veg
Gulab Cheese Corn Balls,"butter, noodles, capsicum, mango, milk",297.32,49,Non-Veg
Fish Hara Bhara Kebab,"onion, fish, egg, okra",197.19,50,Veg
Hara Bhara Special Thali,"milk, cauliflower, prawn",333.48,11,Starter
Fish Jalebi,"sugar, mutton, rice, cashew, potato, milk",206.29,40,Bread
Butter Chole Bhature,"okra, yogurt, fish, spinach, milk, nuts",326.84,13,Non-Veg
Chilli Veg Pulao,"garlic, cauliflower, flour, cashew",576.53,44,Veg
Butter Egg Curry,"onion, yogurt, mango",654.03,32,Non-Veg
Creamy Gulab Jamun,"butter, milk, flour",460.66,38,Dessert
Methi Kheer,"lemon, soy sauce, paneer, potato",607.35,38,Dessert
Masala Chicken Korma,"saffron, butter, sugar, mushroom",486.11,15,Non-Veg
Palak Onion Bhaji,"flour, fish, garlic, okra, paneer, sugar",516.25,10,Dessert
Chilli Masala Chai,"nuts, lentils, capsicum, potato, rose water",656.42,41,Veg
Palak Mushroom Masala,"tomato, fish, cashew",667.15,37,Dessert
Gulab Cold Coffee,"soy sauce, milk, mango, mushroom, cashew",675.97,34,Bread
Gulab Jalebi,"spices, rice, butter, potato, prawn, flour",696.4,48,Main Course
Jeera Tandoori Chicken,"paneer, okra, mushroom, fish, onion",327.34,26,Non-Veg
Gobi Mushroom Masala,"cauliflower, lentils, spinach, potato, lemon",537.01,20,Main Course
Mango Gulab Jamun,"mushroom, nuts, yogurt, garlic",154.32,10,Bread
Cheese Corn Paneer Tikka,"mango, sugar, prawn",385.25,41,Dessert
Dal Mushroom Masala,"flour, capsicum, rice, cream, noodles",376.56,39,Veg
Aloo Malai Kofta,"rose water, spices, prawn, paneer",87.33,18,Combo
Hara Bhara Chicken Tikka Masala,"spinach, okra, mushroom, lentils, mango",674.29,26,Beverage
Butter Mutton Rogan Josh,"sugar, spinach, noodles, potato, rice, capsicum",191.53,13,Main Course
Lemon Chicken Tikka Masala,"noodles, milk, potato, yogurt",576.02,14,Bread
Jeera Paneer Tikka,"rice, soy sauce, noodles, prawn, okra, lentils",526.75,36,Dessert
Palak Masala Chai,"flour, garlic, saffron",117.22,21,Bread
Lemon Chicken Tikka Masala,"okra, sugar, nuts, chicken, egg",155.17,48,Main Course
Hara Bhara Fresh Lime Water,"fish, nuts, prawn, lemon",560.34,33,Non-Veg
Mutton Badam Milk,"saffron, cashew, egg, flour",606.32,9,Non-Veg
Butter Kadai Paneer,"fish, lentils, flour, soy sauce, sugar",543.7,38,Bread
Fish Jeera Rice,"rice, mushroom, okra",663.07,49,Non-Veg
Masala Jeera Rice,"tomato, mango, cream",96.35,30,Non-Veg
Tandoori Gulab Jamun,"milk, mutton, capsicum",233.39,23,Bread
Malai Hara Bhara Kebab,"chicken, butter, nuts, prawn",615.83,34,Dessert
Gobi Methi Malai Paneer,"rose water, noodles, mutton, nuts",378.62,19,Non-Veg
Prawn Butter Naan,"yogurt, mutton, paneer, rice, nuts",257.79,39,Veg
Methi Mutton Rogan Josh,"mutton, paneer, milk, cauliflower, flour, yogurt",450.14,5,Beverage
Masala Papdi Chaat,"flour, spices, onion, nuts, sugar, prawn",321.63,29,Main Course
Palak Palak Paneer,"lentils, fish, egg, potato",609.16,16,Starter
Paneer Paneer Butter Masala,"lentils, nuts, mutton, mushroom, garlic, saffron",92.03,8,Veg
Butter Chicken Tikka Masala,"soy sauce, paneer, capsicum, onion",173.42,36,Main Course
Chicken Papdi Chaat,"sugar, capsicum, nuts, flour, chicken, saffron",129.74,14,Veg
Palak Onion Bhaji,"spinach, garlic, soy sauce, egg, rice, rose water",316.58,5,Non-Veg
Garlic Gajar Halwa,"mushroom, sugar, chicken, garlic, capsicum, mango",558.02,38,Main Course
Dal Egg Curry,"prawn, saffron, butter, spices, okra",378.36,24,Main Course
Veg Veg Samosa,"spices, mushroom, noodles, prawn",89.34,22,Non-Veg
Mutton Gajar Halwa,"mango, yogurt, sugar",557.89,20,Starter
Dal Palak Paneer,"cream, nuts, yogurt, garlic, rice",382.46,25,Beverage
Jeera Methi Malai Paneer,"milk, nuts, rice",235.43,7,Bread
Methi Methi Malai Paneer,"potato, fish, onion, lentils, spinach, saffron",534.09,22,Starter
Creamy Special Thali,"okra, sugar, rose water, paneer, milk",534.87,6,Beverage
Garlic Badam Milk,"milk, potato, lemon",554.76,14,Dessert
Chicken Papdi Chaat,"garlic, tomato, butter",597.82,13,Starter
Mango Chicken Korma,"potato, cream, chicken, fish, prawn, egg",320.93,36,Dessert
Classic Chole Bhature,"paneer, cauliflower, lemon",655.61,10,Bread
Jeera Veg Samosa,"sugar, flour, nuts, chicken, egg, mutton",244.81,7,Non-Veg
Lemon Butter Naan,"garlic, capsicum, milk, potato",199.73,47,Main Course
Hara Bhara Mushroom Masala,"garlic, milk, prawn, fish, spinach, cashew",364.41,47,Combo
Gulab Chicken Tikka Masala,"flour, cashew, saffron, soy sauce",658.78,25,Beverage
Mango Chole Bhature,"prawn, mutton, spices, fish, lentils, garlic",312.54,40,Dessert
Veg Methi Malai Paneer,"paneer, sugar, chicken, yogurt, mutton, lemon",400.92,24,Veg
Paneer Veg Pulao,"chicken, lentils, yogurt, garlic, butter",365.43,14,Starter
Palak Chole Bhature,"capsicum, okra, mutton, onion",433.7,41,Main Course
Chilli Dal Makhani,"spinach, mushroom, egg, soy sauce, nuts, noodles",437.26,11,Dessert
Classic Fresh Lime Water,"cashew, nuts, noodles",338.24,12,Main Course
Chilli Kheer,"cream, yogurt, okra, chicken, saffron, lentils",430.25,25,Main Course
Special Veg Samosa,"soy sauce, milk, mutton, fish, okra, butter",217.69,23,Combo
Special Hara Bhara Kebab,"cream, lentils, potato, rice, butter, rose water",391.13,49,Starter
Garlic Hara Bhara Kebab,"lemon, flour, potato, mushroom",230.24,22,Combo
Chicken Fresh Lime Water,"noodles, spinach, mango, garlic, saffron, rose water",448.2,6,Dessert
Butter Malai Kofta,"yogurt, capsicum, chicken, egg, spices, garlic",504.92,14,Non-Veg
Tandoori Veg Samosa,"fish, paneer, cashew, spices",269.17,35,Veg
Chicken Chicken Biryani,"cauliflower, okra, mango, yogurt",510.94,47,Veg
Mutton Jalebi,"okra, saffron, cream",256.09,49,Dessert
Classic Chicken 65,"tomato, milk, lentils",491.05,47,Beverage
Mango Chicken Tikka Masala,"capsicum, potato, okra, nuts, cream, saffron",380.49,43,Non-Veg
Butter Fish Amritsari,"chicken, lemon, spices, okra, yogurt, saffron",383.76,15,Veg
Veg Malai Kofta,"mushroom, lentils, cream, okra, milk",632.05,6,Dessert
Kadai Aloo Gobi,"rice, butter, sugar, potato, okra, cashew",459.72,45,Main Course
Fish Gajar Halwa,"mutton, rose water, lemon, saffron, capsicum, lentils",161.7,46,Starter
Hara Bhara Cold Coffee,"rice, mutton, noodles, yogurt",486.86,41,Starter
Chicken Dal Makhani,"spinach, prawn, yogurt",530.79,25,Combo
Fish Butter Naan,"yogurt, potato, garlic, rice, spinach",96.24,44,Dessert
Cheese Corn Fresh Lime Water,"capsicum, chicken, nuts, onion",506.65,35,Starter
Aloo Kheer,"spinach, milk, lemon, mango, rice",181.55,19,Veg
Fish Paneer Tikka,"capsicum, sugar, cashew, garlic, milk, soy sauce",121.0,33,Bread
Methi Tandoori Chicken,"noodles, flour, butter, milk",526.52,30,Veg
Aloo Chicken Tikka Masala,"mushroom, flour, butter",425.77,38,Veg
Masala Mango Lassi,"fish, rose water, saffron, noodles, cream",507.77,14,Bread
Lemon Methi Malai Paneer,"spinach, rice, flour",336.41,33,Veg
Butter Chicken 65,"rose water, onion, okra, prawn",508.86,50,Starter
Methi Paneer Butter Masala,"sugar, butter, okra, nuts, potato, lemon",570.46,37,Starter
Mutton Masala Chai,"cashew, yogurt, saffron, spinach",556.88,8,Combo
Paneer Butter Naan,"fish, prawn, onion, cream, tomato, garlic",82.19,21,Veg
Prawn Mutton Rogan Josh,"lemon, mushroom, cauliflower",445.09,35,Bread
Fish Methi Malai Paneer,"mushroom, lentils, cauliflower",110.33,14,Veg
Malai Malai Kofta,"mutton, cashew, onion",110.4,31,Starter
Butter Mango Lassi,"rose water, sugar, butter, onion",556.48,25,Beverage
Gulab Egg Curry,"tomato, yogurt, mushroom, lemon, cream, nuts",612.83,26,Combo
Aloo Chicken Biryani,"garlic, onion, mango",528.93,43,Dessert
Fish Kheer,"nuts, rice, lemon, spinach, capsicum",519.32,17,Veg
Tandoori Butter Chicken,"cauliflower, egg, butter",286.95,40,Main Course
Spicy Fish Amritsari,"tomato, mutton, prawn, paneer, spices",505.22,26,Combo
Chilli Fresh Lime Water,"spinach, potato, cashew",596.97,48,Bread
Ras Prawn Masala,"mango, yogurt, rose water, cashew",366.73,31,Veg
Lemon Special Thali,"chicken, cauliflower, cashew, nuts, tomato",681.16,22,Veg
Chicken Egg Curry,"milk, spinach, spices, mutton",517.27,25,Veg
Palak Papdi Chaat,"sugar, soy sauce, mutton, cauliflower",405.56,16,Non-Veg
Veg Chicken Korma,"soy sauce, chicken, mango",641.07,14,Main Course
Chicken Prawn Masala,"prawn, yogurt, garlic, rice, cauliflower",529.23,34,Combo
Dish Name,Ingredients,Price,Calories,Category
Tandoori Cheese Corn Balls,"noodles, ginger, paneer, mutton, milk, tomato, lentils",624.98,22,Dessert
Masala Garlic Naan,"egg, lentils, milk",662.9,16,Combo
Cheese Corn Fresh Lime Water,"rice, mutton, noodles",548.08,28,Starter
Mango Cheese Corn Balls,"garlic, mango, spices, chicken",169.76,39,Main Course
Special Veg Samosa,"fish, okra, chicken, ginger, onion",595.09,15,Bread
Garlic Paneer Tikka,"spices, okra, cream, capsicum, nuts",392.78,24,Starter
Aloo Paneer Tikka,"spinach, onion, fish, cream, tomato, lemon",475.17,32,Starter
Chicken Fresh Lime Water,"rose water, rice, potato, ginger, paneer, sugar",230.92,25,Starter
Special Fish Amritsari,"flour, lemon, okra, nuts, rice",251.79,33,Beverage
Lemon Paneer Butter Masala,"spices, rose water, nuts, capsicum",132.03,12,Beverage
Prawn Cheese Corn Balls,"milk, tomato, soy sauce, mushroom",190.69,11,Main Course
Masala Prawn Masala,"milk, noodles, egg, lentils, rice, okra",332.58,32,Bread
Shahi Butter Naan,"flour, sugar, lemon, yogurt, prawn",178.51,12,Non-Veg
Masala Mutton Rogan Josh,"mango, capsicum, tomato, soy sauce",328.97,38,Veg
Kadai Fresh Lime Water,"spices, onion, fish, butter, noodles",629.07,44,Veg
Kadai Gulab Jamun,"spices, butter, mutton",240.08,26,Dessert
Ras Aloo Gobi,"cashew, rice, paneer, mushroom, yogurt, spinach",423.39,30,Beverage
Mutton Chole Bhature,"yogurt, nuts, spices, rose water, lemon",350.68,50,Beverage
Special Butter Chicken,"spinach, lemon, cauliflower, milk, mushroom, mango",101.69,47,Main Course
Veg Hara Bhara Kebab,"rice, yogurt, cauliflower, sugar, ginger, rose water",134.12,31,Non-Veg
Gobi Dal Makhani,"chicken, potato, okra, cashew, prawn",451.95,20,Non-Veg
Garlic Veg Thali,"cream, paneer, onion",106.65,9,Combo
Prawn Onion Bhaji,"cream, spices, cauliflower, chicken, potato",507.57,45,Bread
Mango Chicken Biryani,"mushroom, soy sauce, milk, noodles",194.04,33,Beverage
Methi Aloo Gobi,"mushroom, lentils, onion, saffron, egg, lemon",486.83,41,Dessert
Creamy Paneer Tikka,"nuts, fish, potato, egg",236.59,14,Veg
Butter Mutton Rogan Josh,"okra, sugar, ginger, lentils",224.81,48,Non-Veg
Gulab Cold Coffee,"rice, lentils, lemon, yogurt, paneer, mango, nuts",423.49,9,Non-Veg
Shahi Kadai Paneer,"sugar, rice, prawn, lentils, okra, rose water, spices",338.38,15,Starter
Kadai Chicken Tikka Masala,"lentils, lemon, tomato",610.95,16,Main Course
Veg Aloo Gobi,"butter, okra, lemon",196.42,6,Veg
Tandoori Paneer Tikka,"butter, spinach, fish",530.9,40,Main Course
Shahi Mutton Rogan Josh,"cashew, lentils, onion, cauliflower",114.76,48,Main Course
Tandoori Chicken Biryani,"nuts, cream, butter, noodles, flour",365.12,5,Veg
Chicken Gajar Halwa,"garlic, spinach, egg, mango, flour",678.35,35,Main Course
Mango Malai Kofta,"mushroom, spices, chicken, egg",191.02,40,Non-Veg
Kadai Hara Bhara Kebab,"nuts, rice, spinach, sugar, spices, egg",449.45,7,Starter
Veg Veg Thali,"cream, butter, rose water, noodles, chicken, saffron, potato",244.39,7,Dessert
Ras Kheer,"prawn, milk, mutton",611.0,28,Bread
Creamy Cheese Corn Balls,"mutton, fish, spinach, garlic, butter, onion, lentils",664.83,37,Veg
Fish Prawn Masala,"spinach, fish, capsicum, soy sauce, butter, mango",264.87,18,Main Course
Chicken Mango Lassi,"nuts, lentils, cashew, ginger, yogurt, rose water, mango",507.21,18,Beverage
Veg Kheer,"milk, ginger, lentils, sugar, butter",345.04,13,Non-Veg
Lemon Prawn Masala,"rice, cashew, mutton, okra, chicken",315.33,29,Bread
Fish Cold Coffee,"chicken, cauliflower, egg, saffron",560.94,23,Veg
Creamy Hara Bhara Kebab,"milk, okra, prawn, mutton, spices",338.56,6,Beverage
Paneer Butter Chicken,"lemon, yogurt, cauliflower, noodles, flour, onion",624.17,15,Non-Veg
Gobi Fish Amritsari,"yogurt, tomato, garlic, ginger, butter",669.39,30,Starter
Dal Egg Curry,"garlic, nuts, sugar, saffron, lentils, okra",677.38,39,Beverage
Mutton Gulab Jamun,"cream, butter, spices, fish, mutton",249.49,36,Combo
Mutton Ras Malai,"onion, paneer, ginger, prawn, egg",245.42,31,Main Course
Paneer Chicken Korma,"cashew, capsicum, rose water, nuts, tomato",80.31,24,Bread
Garlic Garlic Naan,"potato, ginger, cream, paneer, egg",359.89,44,Veg
Chicken Fresh Lime Water,"lemon, spinach, chicken, cashew",575.65,29,Dessert
Hara Bhara Onion Bhaji,"lemon, mushroom, spinach, rose water, cauliflower, onion, rice",258.28,15,Starter
Hara Bhara Prawn Masala,"spices, lemon, noodles, soy sauce, cashew, onion",577.51,31,Starter
Shahi Jeera Rice,"okra, prawn, capsicum",415.22,25,Starter
Gulab Egg Curry,"cream, sugar, mutton, flour, spinach",513.79,21,Veg
Chicken Fish Amritsari,"sugar, lentils, paneer, mango",264.5,49,Dessert
Prawn Gulab Jamun,"nuts, prawn, capsicum",638.48,38,Combo
Ras Jeera Rice,"lemon, okra, chicken, onion, fish",331.05,22,Combo
Palak Kadai Paneer,"saffron, egg, spinach",436.96,31,Non-Veg
Kadai Egg Curry,"mutton, milk, noodles, nuts, fish, sugar",410.94,21,Combo
Kadai Ras Malai,"lemon, potato, noodles, spinach",667.35,25,Dessert
Lemon Jeera Rice,"cream, garlic, tomato, capsicum, egg, lemon",583.53,46,Beverage
Jeera Mutton Rogan Josh,"capsicum, onion, flour",397.64,12,Bread
Classic Palak Paneer,"paneer, cream, ginger",449.48,8,Non-Veg
Hara Bhara Hara Bhara Kebab,"tomato, lemon, cauliflower, noodles, saffron",623.18,7,Starter
Gulab Veg Thali,"mango, cashew, prawn",539.4,31,Dessert
Mutton Aloo Gobi,"egg, cream, nuts, flour, lentils, potato, paneer",216.56,43,Dessert
Cheese Corn Chole Bhature,"rice, spices, mushroom, mango, potato",288.37,13,Combo
Palak Dal Makhani,"milk, lemon, lentils, ginger, cauliflower, fish, mutton",304.3,14,Dessert
Garlic Chicken Korma,"lemon, saffron, butter, milk, onion, noodles, cashew",348.33,49,Starter
Special Jeera Rice,"capsicum, chicken, milk",598.21,43,Dessert
Prawn Cheese Corn Balls,"yogurt, nuts, garlic, mutton",273.44,40,Combo
Chicken Prawn Masala,"noodles, soy sauce, mutton",606.26,24,Main Course
Jeera Hara Bhara Kebab,"milk, noodles, tomato, cashew, rice, chicken, saffron",481.73,16,Non-Veg
Ras Mutton Rogan Josh,"lentils, rice, prawn",173.42,47,Bread
Shahi Chicken Korma,"butter, capsicum, nuts, spices, okra, cream, onion",82.89,44,Starter
Gobi Kheer,"yogurt, cashew, sugar, rice, capsicum, lentils, butter",321.36,7,Beverage
Spicy Palak Paneer,"rose water, lentils, mango, cauliflower, sugar",575.2,25,Dessert
Hara Bhara Dal Makhani,"noodles, onion, chicken, fish, cream, rose water, paneer",206.64,44,Veg
Ras Prawn Masala,"ginger, spinach, cauliflower, saffron, paneer, mushroom",127.93,5,Beverage
Butter Dal Makhani,"spinach, yogurt, sugar, chicken, garlic, nuts",637.87,7,Bread
Garlic Veg Thali,"okra, soy sauce, rose water, nuts, mushroom, egg",532.65,38,Dessert
Prawn Dal Makhani,"spinach, garlic, milk, egg",226.44,33,Dessert
Cheese Corn Aloo Gobi,"soy sauce, fish, flour, rose water, paneer, potato, nuts",320.8,28,Beverage
Cheese Corn Aloo Gobi,"lentils, chicken, flour, lemon, spices, fish",524.31,26,Bread
Masala Mutton Rogan Josh,"onion, rose water, sugar",677.66,16,Dessert
Lemon Chicken Tikka Masala,"cashew, rose water, sugar",592.8,23,Veg
Cheese Corn Veg Thali,"capsicum, cauliflower, rose water, cashew, soy sauce",463.35,45,Starter
Chole Malai Kofta,"soy sauce, paneer, prawn, cauliflower, spices",107.52,46,Beverage
Garlic Veg Samosa,"cauliflower, prawn, onion",641.57,18,Starter
Mutton Jeera Rice,"butter, garlic, cauliflower, rice, fish",83.38,27,Bread
Hara Bhara Aloo Gobi,"rose water, sugar, potato, prawn, fish, capsicum, lemon",521.03,34,Bread
Garlic Cheese Corn Balls,"garlic, nuts, flour, egg, cashew, mango",452.33,13,Bread
Chicken Dal Makhani,"fish, spinach, mushroom, prawn, rice",135.3,7,Veg
Chole Butter Chicken,"cashew, potato, mango, saffron, fish",519.58,13,Veg
Paneer Veg Samosa,"mushroom, egg, yogurt, rice, butter, nuts, spices",170.95,6,Bread
Aloo Ras Malai,"mango, fish, lemon, cashew",699.38,30,Beverage
Shahi Palak Paneer,"milk, rice, fish, paneer",558.5,7,Combo
Paneer Gulab Jamun,"flour, cashew, mushroom, egg, rose water, saffron, paneer",207.37,32,Starter
Prawn Ras Malai,"lemon, mutton, spinach",485.36,44,Starter
Mutton Garlic Naan,"mushroom, mutton, saffron, cream, ginger, paneer, okra",341.87,47,Starter
Aloo Kadai Paneer,"noodles, garlic, mango, lentils, butter",209.03,20,Veg
Tandoori Butter Chicken,"capsicum, onion, milk",614.36,10,Bread
Chicken Veg Thali,"fish, cashew, spinach, saffron",626.53,36,Combo
Mango Onion Bhaji,"egg, chicken, potato, noodles, cashew, onion, capsicum",221.58,17,Combo
Paneer Papdi Chaat,"garlic, cream, spices, flour, capsicum, fish",199.88,44,Beverage
Tandoori Paneer Tikka,"ginger, prawn, cauliflower, spinach",184.93,25,Non-Veg
Butter Gulab Jamun,"yogurt, noodles, soy sauce, egg, fish",267.97,28,Bread
Jeera Gajar Halwa,"spinach, saffron, prawn, tomato",336.5,46,Starter
Butter Aloo Gobi,"milk, noodles, mango",333.63,33,Beverage
Palak Ras Malai,"fish, soy sauce, onion, spices, prawn",290.68,10,Bread
Shahi Cold Coffee,"cauliflower, lemon, flour",170.38,42,Dessert
Shahi Garlic Naan,"spinach, sugar, noodles",136.19,32,Dessert
Gulab Garlic Naan,"cauliflower, flour, mutton, capsicum, cashew, fish",368.79,10,Beverage
Jeera Cold Coffee,"cauliflower, prawn, garlic, yogurt, potato",533.05,16,Starter
Gulab Mutton Rogan Josh,"noodles, sugar, ginger, milk, paneer, flour, yogurt",88.78,8,Non-Veg
Classic Mango Lassi,"noodles, yogurt, mushroom, mango, spinach",572.59,10,Beverage
Gobi Veg Samosa,"onion, potato, cream, flour, lentils, rose water",654.56,18,Non-Veg
Jeera Malai Kofta,"flour, butter, prawn, spices, spinach",625.44,22,Starter
Veg Fresh Lime Water,"flour, onion, garlic, cashew",141.93,30,Starter
Gulab Butter Chicken,"yogurt, ginger, capsicum, mutton, paneer",548.46,35,Dessert
Methi Palak Paneer,"cashew, rice, garlic, sugar, ginger, fish, onion",458.65,20,Starter
Gobi Papdi Chaat,"soy sauce, saffron, nuts",397.23,13,Starter
Butter Kadai Paneer,"egg, noodles, cashew, tomato, mutton",244.24,46,Combo
Classic Gajar Halwa,"potato, onion, egg, mango, sugar",287.55,47,Beverage
Kadai Gajar Halwa,"mushroom, capsicum, garlic, potato, okra, milk, onion",448.83,37,Non-Veg
Shahi Butter Chicken,"ginger, egg, saffron, spinach, lemon",199.43,6,Main Course
Methi Fresh Lime Water,"okra, spinach, cauliflower, yogurt, mango, soy sauce",696.68,36,Dessert
Classic Butter Naan,"lentils, butter, capsicum, mutton, okra, tomato",91.28,32,Veg
Classic Fish Amritsari,"mutton, ginger, spices, noodles, prawn, mushroom, spinach",204.38,24,Beverage
Mango Gajar Halwa,"noodles, mushroom, paneer, butter",610.76,8,Veg
Tandoori Cold Coffee,"butter, cream, mango, garlic, spices, chicken, prawn",310.51,45,Main Course
Veg Paneer Butter Masala,"prawn, saffron, ginger, butter, tomato, okra, capsicum",345.83,14,Bread
Palak Gajar Halwa,"yogurt, cashew, lemon, tomato, prawn, mutton",587.33,47,Veg
Shahi Butter Chicken,"capsicum, egg, milk, cashew, saffron",238.97,36,Veg
Special Kadai Paneer,"cauliflower, spinach, okra, tomato, yogurt, mango, potato",539.48,26,Starter
Ras Jeera Rice,"noodles, mushroom, spices, lemon, mutton",269.47,6,Main Course
Palak Cold Coffee,"mango, mushroom, lentils, soy sauce, potato, tomato",127.26,9,Bread
Gulab Hara Bhara Kebab,"milk, egg, lentils, spinach, yogurt, okra, fish",283.84,49,Bread
Malai Chicken Korma,"capsicum, mutton, potato, fish, spices, sugar",474.46,37,Dessert
Prawn Chole Bhature,"cauliflower, yogurt, potato, saffron, noodles, chicken, sugar",373.93,31,Veg
Palak Butter Naan,"spices, egg, flour, mushroom, fish, noodles, saffron",604.34,19,Combo
Dal Garlic Naan,"rose water, cream, flour, ginger, rice, okra",306.42,45,Beverage
Lemon Mango Lassi,"rose water, paneer, ginger",549.11,14,Beverage
Shahi Jeera Rice,"yogurt, flour, spinach",171.09,32,Beverage
Spicy Hara Bhara Kebab,"mango, lentils, lemon, milk",316.82,6,Beverage
Hara Bhara Dal Makhani,"potato, cashew, milk",115.1,32,Starter
Malai Jeera Rice,"milk, chicken, egg, mutton, saffron, yogurt, spices",408.55,7,Bread
Palak Cheese Corn Balls,"prawn, paneer, noodles, butter, spinach, egg",513.93,40,Veg
Butter Gajar Halwa,"cauliflower, fish, milk",409.04,20,Dessert
Jeera Fish Amritsari,"spinach, lemon, soy sauce",487.61,15,Dessert
Methi Cheese Corn Balls,"cauliflower, okra, cashew, lentils",213.45,22,Starter
Veg Veg Thali,"rice, nuts, garlic",175.96,21,Veg
Veg Cheese Corn Balls,"noodles, ginger, mutton, mango",301.75,28,Non-Veg
Paneer Paneer Tikka,"capsicum, milk, egg, ginger, spices, soy sauce, flour",198.11,15,Beverage
Shahi Garlic Naan,"butter, rice, saffron, soy sauce, spices",95.69,17,Combo
Fish Chicken Korma,"okra, nuts, soy sauce, prawn",526.94,31,Main Course
Shahi Chicken Korma,"mutton, spinach, mango",148.43,11,Combo
Hara Bhara Onion Bhaji,"rose water, fish, potato, onion, okra, prawn, nuts",660.33,7,Bread
Tandoori Veg Thali,"saffron, prawn, garlic, mushroom, mutton, lentils, noodles",291.79,41,Combo
Special Cold Coffee,"tomato, chicken, soy sauce, lentils, rose water",462.63,25,Beverage
Creamy Malai Kofta,"rice, prawn, rose water",158.34,8,Veg
Gulab Aloo Gobi,"egg, okra, rice, spinach, soy sauce, garlic",640.24,40,Non-Veg
Spicy Fish Amritsari,"yogurt, chicken, mango",415.39,8,Main Course
